cheater1_rank,cheater1_username,cheater1_submission_id,cheater2_rank,cheater2_username,cheater2_submission_id,similarity_percentage
3041,https://leetcode.com/u/ironickdotexe,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327947101,4217,https://leetcode.com/u/sarthak97,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929877,67
3045,https://leetcode.com/u/nishant6589,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327982971,7733,https://leetcode.com/u/jim800121,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327976590,65
3047,https://leetcode.com/u/KG_TU,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327923468,3414,https://leetcode.com/u/sanath_tango3,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913596,55
3048,https://leetcode.com/u/Augustus,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327993767,5991,https://leetcode.com/u/raewin,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327961829,70
3049,https://leetcode.com/u/Saumyachaubey,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1328020410,5584,https://leetcode.com/u/ekantverma,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327949002,100
3050,https://leetcode.com/u/njablonski615,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327949686,4220,https://leetcode.com/u/AidenSwayne,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929995,100
3101,https://leetcode.com/u/V8Y4Om5OWA,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327966521,3109,https://leetcode.com/u/real_shubh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327904916,56
3104,https://leetcode.com/u/crrr435t353t,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327946220,4078,https://leetcode.com/u/rajeshkumar18g,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327936854,100
3105,https://leetcode.com/u/coderchamp07,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327901800,3766,https://leetcode.com/u/Peshu,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327931376,57
3106,https://leetcode.com/u/vanshkunwarji41,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327902053,3596,https://leetcode.com/u/lakshaygpt28,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327927689,73
3109,https://leetcode.com/u/real_shubh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327904916,446,https://leetcode.com/u/shubhamvarshney200901,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913161,84
3112,https://leetcode.com/u/bash_coder,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327905155,3809,https://leetcode.com/u/mkv29,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932103,62
3113,https://leetcode.com/u/asour,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327905348,4074,https://leetcode.com/u/kartikdeshpande2810,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327936806,56
3116,https://leetcode.com/u/abhi2004iiti,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327906038,3266,https://leetcode.com/u/vanshgupta7,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917265,83
3117,https://leetcode.com/u/akashsuper2000,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327906383,3829,https://leetcode.com/u/shaydulin,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932393,100
3120,https://leetcode.com/u/Shreya-Jaiswal,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327907135,438,https://leetcode.com/u/prateekjn19,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915889,56
3121,https://leetcode.com/u/sshang,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327907213,3271,https://leetcode.com/u/AnDVT,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917479,80
3123,https://leetcode.com/u/wangkekekexili,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327907605,6872,https://leetcode.com/u/zyy941204,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327964991,56
3125,https://leetcode.com/u/anuragdw0710,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327907974,3382,https://leetcode.com/u/dhruvgoplani00,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327921671,70
3126,https://leetcode.com/u/MumenRaider,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908190,3770,https://leetcode.com/u/moheets,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327931473,88
3128,https://leetcode.com/u/5ujith,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908201,571,https://leetcode.com/u/noahwicz,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327930072,69
3129,https://leetcode.com/u/Dengxj,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908220,3313,https://leetcode.com/u/PankajBhanwala,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919273,60
3131,https://leetcode.com/u/gangjig,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908416,5163,https://leetcode.com/u/I_love_Emilia,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327925316,86
3134,https://leetcode.com/u/dpcoder_0007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908725,435,https://leetcode.com/u/awesomeRj01,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327924361,67
3137,https://leetcode.com/u/devansh5398,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909114,3382,https://leetcode.com/u/dhruvgoplani00,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327921671,60
3140,https://leetcode.com/u/lilydenris,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909449,4001,https://leetcode.com/u/NaoJoeMiao,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327935455,76
3141,https://leetcode.com/u/hanbro0112,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909474,7143,https://leetcode.com/u/kZS3d4UL2K,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327968722,65
3142,https://leetcode.com/u/kanishkgupta08,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909488,3325,https://leetcode.com/u/samonkeys,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919817,61
3144,https://leetcode.com/u/aniket2357,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909704,4728,https://leetcode.com/u/loftysense,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327946185,85
3145,https://leetcode.com/u/nicolaSaporetti,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909715,4509,https://leetcode.com/u/Prabhat_007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327943384,64
3146,https://leetcode.com/u/codemaster24,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909759,3700,https://leetcode.com/u/Sumit1008,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929810,76
3147,https://leetcode.com/u/ksp5013,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909840,3381,https://leetcode.com/u/TheCodeVenturer,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327921605,52
3148,https://leetcode.com/u/Govind_Singh_2003,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909880,3312,https://leetcode.com/u/sundaramanand,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919262,84
3153,https://leetcode.com/u/sakthii25,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910055,3203,https://leetcode.com/u/santoshswansi,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914401,54
3156,https://leetcode.com/u/SkylerTsai,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910255,8333,https://leetcode.com/u/bijeshkumarch,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327957895,85
3157,https://leetcode.com/u/0xFFFFFFFF,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910377,3511,https://leetcode.com/u/mayank81757,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327925442,78
3158,https://leetcode.com/u/chandakjiforsql,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910383,4444,https://leetcode.com/u/sanskarsurekha28,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942519,69
3160,https://leetcode.com/u/Shantanu_04,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910754,3664,https://leetcode.com/u/pktrng,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917301,52
3163,https://leetcode.com/u/user4969xO,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327911191,3,https://leetcode.com/u/nikatamliani1,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327896726,69
3164,https://leetcode.com/u/alwayssiddhant,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327911437,4438,https://leetcode.com/u/DeepakRaturi,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942424,55
3166,https://leetcode.com/u/palak_1522,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327911862,4008,https://leetcode.com/u/Akshay9358,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327910441,70
3167,https://leetcode.com/u/PranavAgrawal,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327911960,3972,https://leetcode.com/u/hank86072433,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934912,71
3169,https://leetcode.com/u/Sparker_7242,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912036,4176,https://leetcode.com/u/er_abhishek,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327938302,68
3170,https://leetcode.com/u/dotuangv,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912218,4006,https://leetcode.com/u/HoneyGupta12,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327935485,100
3171,https://leetcode.com/u/jgorton500,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912225,3547,https://leetcode.com/u/ataturhan,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327926180,54
3177,https://leetcode.com/u/snah0902,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912834,4125,https://leetcode.com/u/cbj252,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327928322,91
3178,https://leetcode.com/u/am_607,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912841,4111,https://leetcode.com/u/devanshusingh76,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917933,72
3179,https://leetcode.com/u/selvaarumugamn,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912874,3943,https://leetcode.com/u/stellarsb7,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327903888,54
3180,https://leetcode.com/u/ambuj_2003,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327912975,3808,https://leetcode.com/u/10_Adi,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932099,89
3182,https://leetcode.com/u/thedude7181,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913091,3241,https://leetcode.com/u/Anshul__Singh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916321,76
3184,https://leetcode.com/u/FighterNanReborn,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913117,3531,https://leetcode.com/u/HiteshKumar007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916350,56
3187,https://leetcode.com/u/venom246800,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913188,747,https://leetcode.com/u/HuangYuting,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327928190,85
3189,https://leetcode.com/u/SanjanaGarg,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913229,4308,https://leetcode.com/u/Hussain_Elemam,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327940553,71
3190,https://leetcode.com/u/pratik_rockstar,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913261,3835,https://leetcode.com/u/mahendra_2005,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327923070,63
3192,https://leetcode.com/u/shivanshx365,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913432,3700,https://leetcode.com/u/Sumit1008,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929810,62
3193,https://leetcode.com/u/kunalphalswal,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913473,3734,https://leetcode.com/u/shadan12,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327930643,57
3196,https://leetcode.com/u/kalawategopal25,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913563,3968,https://leetcode.com/u/Sammy-12,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934791,66
3197,https://leetcode.com/u/devansh789,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913709,3683,https://leetcode.com/u/sarthakkumar311003,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917940,73
3198,https://leetcode.com/u/M-Manas-s,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913732,4500,https://leetcode.com/u/lkjhgfdsa,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934443,56
3199,https://leetcode.com/u/shreyanshvyas9999,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913900,3457,https://leetcode.com/u/contaminator,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916724,81
3201,https://leetcode.com/u/WarisChugh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327899294,3496,https://leetcode.com/u/monishreddy542,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327924872,59
3202,https://leetcode.com/u/kundandilipsingh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914052,6283,https://leetcode.com/u/sukumar_1,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327957923,62
3203,https://leetcode.com/u/santoshswansi,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914401,3341,https://leetcode.com/u/siddharth_yd,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327920359,100
3204,https://leetcode.com/u/raj033481,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914424,3447,https://leetcode.com/u/asta89,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327923595,80
3207,https://leetcode.com/u/NayakPenguin,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914667,3297,https://leetcode.com/u/kHb9Q9dLoRkkQFkIWDj0zu7PtJ,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918532,100
3208,https://leetcode.com/u/Harshdev625,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914675,4158,https://leetcode.com/u/hiralal_05,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919339,59
3213,https://leetcode.com/u/Anshit_24,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914810,3962,https://leetcode.com/u/jayant_hotwani,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934676,67
3214,https://leetcode.com/u/jk20,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909849,3335,https://leetcode.com/u/satyam1712,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327911641,77
3215,https://leetcode.com/u/koringayash,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914838,3354,https://leetcode.com/u/falcon30,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327920741,100
3218,https://leetcode.com/u/nazeeeef007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914946,6002,https://leetcode.com/u/r32626,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327954283,69
3219,https://leetcode.com/u/rajasomeshwar_,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915011,5114,https://leetcode.com/u/hackerbond007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942863,62
3220,https://leetcode.com/u/BraedenBertz,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915046,3560,https://leetcode.com/u/mandalprabhakar98,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327926682,100
3222,https://leetcode.com/u/aekairis,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915160,3848,https://leetcode.com/u/anishdev12,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932646,57
3223,https://leetcode.com/u/Adityamishra3648,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915236,7838,https://leetcode.com/u/Siva_july,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327978240,59
3224,https://leetcode.com/u/SAIVARUN_GAJULA,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915239,4426,https://leetcode.com/u/GarvitSadh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942227,59
3225,https://leetcode.com/u/Siddharth_Singh_here,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915268,7494,https://leetcode.com/u/luffy04,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327966050,83
3226,https://leetcode.com/u/bigbluefish,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915377,3581,https://leetcode.com/u/nexus_being_0507,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327927382,93
3227,https://leetcode.com/u/shibsitizz,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915553,3864,https://leetcode.com/u/sagar_agrawal,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932946,61
3228,https://leetcode.com/u/user3087gX,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915583,3456,https://leetcode.com/u/i_code_for_fun,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327923930,54
3231,https://leetcode.com/u/agarwal_archit,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915704,4006,https://leetcode.com/u/HoneyGupta12,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327935485,84
3233,https://leetcode.com/u/rishi3128,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915845,3381,https://leetcode.com/u/TheCodeVenturer,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327921605,55
3234,https://leetcode.com/u/hd2024,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915908,9095,https://leetcode.com/u/rahulp1248,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327975398,55
3237,https://leetcode.com/u/Qianqian2018,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916250,4553,https://leetcode.com/u/Ranxin2024,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327943955,57
3239,https://leetcode.com/u/pjiang,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916294,3298,https://leetcode.com/u/kishan_080,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918551,75
3241,https://leetcode.com/u/Anshul__Singh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916321,5568,https://leetcode.com/u/manojvardhansabbavarapu,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327956788,85
3242,https://leetcode.com/u/April1513,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916398,3982,https://leetcode.com/u/Guardian-or-nothing,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327935101,62
3243,https://leetcode.com/u/taki_3,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916402,3298,https://leetcode.com/u/kishan_080,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918551,56
3244,https://leetcode.com/u/motchutngotngao,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916467,4035,https://leetcode.com/u/Kunal-bhamoriya,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327936021,76
3245,https://leetcode.com/u/zerox130617,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916514,3312,https://leetcode.com/u/sundaramanand,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919262,57
3246,https://leetcode.com/u/subzero_isnoob,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916561,3607,https://leetcode.com/u/striver79_ALT,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918383,61
3247,https://leetcode.com/u/1YZcdFpdv1,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916566,3341,https://leetcode.com/u/siddharth_yd,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327920359,74
3248,https://leetcode.com/u/code_tal,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916569,3425,https://leetcode.com/u/dj_khalid,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327913481,55
3249,https://leetcode.com/u/piyushgr24,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916574,4426,https://leetcode.com/u/GarvitSadh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942227,81
3250,https://leetcode.com/u/liaoyunyang0815,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916586,3340,https://leetcode.com/u/sohelH,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327920329,69
3251,https://leetcode.com/u/vikaskunch2003,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916588,5077,https://leetcode.com/u/yuvarajgoud,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327950426,55
3254,https://leetcode.com/u/sunny_76,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327902915,4117,https://leetcode.com/u/regxl,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327937396,53
3255,https://leetcode.com/u/lze,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916701,9172,https://leetcode.com/u/gAYtEB93OR,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327972430,54
3256,https://leetcode.com/u/Mayur_Hirpara,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916801,3963,https://leetcode.com/u/Amansahu504,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934677,61
3257,https://leetcode.com/u/indra_2003,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916845,3662,https://leetcode.com/u/Utkarsha_Pandey,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929017,62
3259,https://leetcode.com/u/raakhikhi,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916897,3289,https://leetcode.com/u/Sourav19,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918320,57
3260,https://leetcode.com/u/sandeep8381,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916982,4169,https://leetcode.com/u/Neelabh_1929,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929069,77
3261,https://leetcode.com/u/Ajikhoji,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917001,8071,https://leetcode.com/u/charanganesh789,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327934832,54
3262,https://leetcode.com/u/Harshul25,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917039,4166,https://leetcode.com/u/NoLimitCoder,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327938199,56
3266,https://leetcode.com/u/vanshgupta7,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917265,3799,https://leetcode.com/u/Swappi06,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327932037,69
3267,https://leetcode.com/u/vamshi_2525,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917267,3312,https://leetcode.com/u/sundaramanand,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919262,79
3269,https://leetcode.com/u/qb_2008,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917305,3314,https://leetcode.com/u/anuragmudgil00,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327909695,60
3270,https://leetcode.com/u/Aquars1989,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917351,4223,https://leetcode.com/u/sdtran14,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327939198,100
3271,https://leetcode.com/u/AnDVT,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917479,4553,https://leetcode.com/u/Ranxin2024,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327943955,68
3272,https://leetcode.com/u/Way_of_the_Ace,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917565,4168,https://leetcode.com/u/Reasontsai,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327938230,65
3273,https://leetcode.com/u/Romulus-Hong,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908055,4828,https://leetcode.com/u/reddy1025,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327938929,100
3275,https://leetcode.com/u/Akash0P,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908138,3313,https://leetcode.com/u/PankajBhanwala,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919273,55
3278,https://leetcode.com/u/rohitkr1591,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917840,8070,https://leetcode.com/u/Sparsh78_in,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327973943,55
3280,https://leetcode.com/u/shubham2941,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917863,3455,https://leetcode.com/u/chuka231,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327914360,55
3281,https://leetcode.com/u/jimmychiu0626,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327917881,4124,https://leetcode.com/u/zNuke,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327937521,84
3284,https://leetcode.com/u/yashk0311,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908120,3461,https://leetcode.com/u/Uchiha_Itachi_26,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327923987,80
3286,https://leetcode.com/u/krishan_vach,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918211,3356,https://leetcode.com/u/dinhtrongnhan2001,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327920793,62
3287,https://leetcode.com/u/CYXJPaxAzh,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918231,3312,https://leetcode.com/u/sundaramanand,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327919262,71
3288,https://leetcode.com/u/hirdesh_sharma108101,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918259,3531,https://leetcode.com/u/HiteshKumar007,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327916350,67
3289,https://leetcode.com/u/Sourav19,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918320,388,https://leetcode.com/u/Dinesh09,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327915424,77
3293,https://leetcode.com/u/Jatin_Gupta_NITW,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918449,3668,https://leetcode.com/u/RX_coder,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327929127,54
3294,https://leetcode.com/u/vishh_all,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918476,346,https://leetcode.com/u/sanjaydbg,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327926766,68
3295,https://leetcode.com/u/hkhzzz,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908896,4411,https://leetcode.com/u/HROZNY,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327942009,59
3296,https://leetcode.com/u/Citypop,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327908900,4013,https://leetcode.com/u/tirtheshJain,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327935592,67
3297,https://leetcode.com/u/kHb9Q9dLoRkkQFkIWDj0zu7PtJ,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918532,412,https://leetcode.com/u/rupaparasmit,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918275,86
3298,https://leetcode.com/u/kishan_080,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327918551,3543,https://leetcode.com/u/itsAbhi91,https://leetcode.com/contest/weekly-contest-408/submissions/detail/1327926132,100
